
1.8.1t	{Ἀρχιμήδης Δοσιθέῳ χαίρειν} 
.1.50	ὡς ἴσος ἐστὶν τῷ πλήθει τῶν ἐπιπέδων γωνιῶν. ἀλλ' 
.1.51	ἐπειδὴ δύο ἐπιπέδων ἑκάστη τῶν πλευρῶν αὐτοῦ κοινή 
.1.52	ἐστιν, δῆλον, ὅτι τοῦ πλήθους τὸ ἥμισυ αἱ πλευραί 
.1.53	εἰσι τοῦ πολυέδρου. 
.1.54	  τὸ μὲν οὖν πρῶτον τῶν ἀνομοιογενῶν ι̅γ̅ πολυ-
.1.55	έδρων, ἐπεὶ περιέχεται τριγώνοις δ̅ καὶ ἑξαγώνοις δ̅, 
.1.56	γωνίας μὲν ἔχει στερεὰς ι̅β̅, πλευρὰς δὲ ι̅η̅. τῶν μὲν 
.1.57	γὰρ τεσσάρων τριγώνων αἵ τε γωνίαι ι̅β̅ εἰσιν καὶ αἱ 
.1.58	πλευραὶ ι̅β̅, τῶν δὲ δ̅ ἑξαγώνων αἵ τε γωνίαι κ̅δ̅ 
.1.59	εἰσιν καὶ αἱ πλευραὶ κ̅δ̅· γενομένου δὴ τοῦ ἀριθμοῦ 
.1.60	παντὸς λ̅Ϛ̅ ἀναγκαῖόν ἐστιν τὸν μὲν τῶν στερεῶν γω-
.1.61	νιῶν ἀριθμὸν τρίτον μέρος εἶναι τοῦ προειρημένου 
.1.62	ἀριθμοῦ, ἐπεὶ καὶ ἑκάστη τῶν στερεῶν αὐτοῦ γωνιῶν 
.1.63	ἐπιπέδοις γωνίαις περιέχεται γ̅, τὸ δὲ τῶν πλευρῶν 
.1.64	πλῆθος τὸ ἥμισυ τοῦ ἀριθμοῦ, τουτέστιν τοῦ λ̅Ϛ̅, ὥστε 
.1.65	εἶναι πλευρὰς ι̅η̅. 
.1.66	  τῶν δὲ τετρακαιδεκαέδρων τὸ πρῶτον περιέχεται 
.1.67	τριγώνοις η̅ καὶ τετραγώνοις Ϛ̅, ὥστε ἔχειν στερεὰς 
.1.68	μὲν γωνίας ι̅β̅· ἑκάστη γὰρ αὐτοῦ γωνία ὑπὸ τεσσά-
.1.69	ρων ἐπιπέδων γωνιῶν περιέχεται· πλευρὰς δὲ ἔχει 
.1.70	κ̅δ̅. τὸ δὲ δεύτερον τῶν τετρακαιδεκαέδρων, ἐπεὶ 
.1.71	περιέχεται τετραγώνοις Ϛ̅ καὶ ἑξαγώνοις η̅, ἕξει στε-
.1.72	ρεὰς μὲν γωνίας κ̅δ̅· ἑκάστη γὰρ τῶν γωνιῶν αὐ-
.1.73	τοῦ περιέχεται ὑπὸ γ̅ γωνιῶν ἐπιπέδων· πλευρὰς δὲ 
.1.74	ἔχει λ̅Ϛ̅ ..... 
.1.75	  τῶν δὲ ἑκκαιεικοσαέδρων τὸ μὲν πρῶτον, ἐπεὶ περι- 
.1.76	έχεται τριγώνοις τε η̅ καὶ τετραγώνοις ι̅η̅, ἕξει στερεὰς 
.1.77	μὲν γωνίας κ̅δ̅, πλευρὰς δὲ μ̅η̅. τὸ δὲ δεύτερον τῶν 
.1.78	ἑκκαιεικοσαέδρων, ἐπεὶ περιέχεται τετραγώνοις ι̅β̅ καὶ 
.1.79	ἑξαγώνοις η̅ καὶ ὀκταγώνοις Ϛ̅, ἕξει στερεὰς μὲν γω-
.1.80	νίας μ̅η̅, πλευρὰς δὲ ο̅β̅. 
.1.81	  τῶν δὲ δυοκαιτριακονταέδρων τὸ μὲν πρῶτον, ἐπεὶ 
.1.82	περιέχεται τριγώνοις τε κ̅ καὶ πενταγώνοις ι̅β̅, ἕξει 
.1.83	στερεὰς μὲν γωνίας λ̅, πλευρὰς δὲ ξ̅. τὸ δὲ δεύτερον 
.1.84	τῶν δυοκαιτριακονταέδρων, ἐπεὶ περιέχεται πενταγώ-
.1.85	νοις ι̅β̅ καὶ ἑξαγώνοις κ̅, ἕξει στερεὰς μὲν γωνίας ξ̅, 
.1.86	πλευρὰς δὲ Ϙ̅. τὸ δὲ τρίτον τῶν δυοκαιτριακονταέδρων, 
.1.87	ἐπεὶ περιέχεται τριγώνοις τε κ̅ καὶ δεκαγώνοις ι̅β̅, 
.1.88	ἕξει στερεὰς μὲν γωνίας ξ̅, πλευρὰς δὲ Ϙ̅. 
.1.89	  τὸ δὲ ὀκτωκαιτριακοντάεδρον, ἐπεὶ περιέχεται τρι-
.1.90	γώνοις τε λ̅β̅ καὶ τετραγώνοις ἕξ, ἕξει στερεὰς μὲν 
.1.91	γωνίας κ̅δ̅, πλευρὰς δὲ ξ̅. 
.1.92	  τῶν δὲ δυοκαιεξηκονταέδρων τὸ μὲν πρῶτον, ἐπεὶ 
.1.93	περιέχεται τριγώνοις τε κ̅ καὶ τετραγώνοις λ̅ καὶ 
.1.94	πενταγώνοις ι̅β̅, ἕξει στερεὰς μὲν γωνίας ξ̅, πλευρὰς 
.1.95	δὲ ρ̅κ̅. τὸ δὲ λοιπὸν τῶν δυοκαιεξηκονταέδρων, ἐπεὶ 
.1.96	περιέχεται τετραγώνοις λ̅ καὶ ἑξαγώνοις κ̅ καὶ δεκα-
.1.97	γώνοις ι̅β̅, ἕξει στερεὰς μὲν γωνίας ρ̅κ̅, πλευρὰς δὲ ρ̅π̅. 
.1.98	  τὸ δὲ δυοκαιενενηκοντάεδρον, ἐπεὶ περιέχεται τρι-
.1.99	γώνοις τε π̅ καὶ πενταγώνοις ι̅β̅, ἕξει στερεὰς μὲν 
.1.100	γωνίας ξ̅, πλευρὰς δὲ ρ̅ν̅. 
.2.1n	  Scholia Vaticana in Pappum III p. 1171.  
.2.2	αʹ. ὀκτάεδρον ἔχει τρίγωνα δ̅, ἑξάγωνα δὲ δ̅, πλευ-
.2.3	ρὰς ι̅η̅, γωνίας δὲ στερεὰς ι̅β̅, ἑκάστη δὲ στερεὰ 
.2.4	γωνία περιέχεται ὑπὸ γ̅ γωνιῶν ἐπιπέδων, ὧν 
.2.5	δύο μὲν ἑξαγωνικαί, μία δὲ τριγωνική, ὥστε λεί-
.2.6	πειν τῶν δ̅ ὀρθῶν μιᾶς ὀρθῆς γωνίας δύο τρι-
.2.7	τημορίοις. τοῦτο γεννᾶται ἐκ τῆς πρώτης πυρα-
.2.8	μίδος διαιρουμένων τῶν πλευρῶν αὐτῆς εἰς γ̅ 
.2.9	ἴσα καὶ διὰ τῶν τομῶν ἐπιπέδων ἐκβαλλομένων 
.2.10	καὶ τῶν γωνιῶν ἐκπιπτουσῶν. 
.2.11	βʹ. τεσσαρεσκαιδεκάεδρον (sc. τὸ πρῶτον) περιέχεται 
.2.12	ὑπὸ μὲν τριγώνων η̅, ὑπὸ δὲ τετραγώνων Ϛ̅, 
.2.13	ἔχει δὲ πλευρὰς κ̅δ̅, γωνίας δὲ στερεὰς ι̅β̅, 
.2.14	ἑκάστη δὲ στερεὰ γωνία περιέχεται ὑπὸ δ̅ γωνιῶν 
.2.15	ἐπιπέδων, ὧν δύο μὲν τετραγωνικαί, β̅ δὲ τρι-
.2.16	γωνικαί, ὥστε λείπειν τῶν δ̅ ὀρθῶν μιᾶς γωνίας 
.2.17	ὀρθῆς δύο τριτημορίοις. τοῦτο γεννᾶται ἐκ τοῦ 
.2.18	κύβου διαιρουμένων δίχα τῶν πλευρῶν αὐτοῦ 
.2.19	καὶ διὰ τῶν τομῶν ἐπιπέδων ἐκβαλλομένων τῶν 
.2.20	η̅ γωνιῶν ἐκπιπτουσῶν. 
.2.21	γʹ. τεσσαρεσκαιδεκάεδρον (sc. τὸ δεύτερον) περιέχεται 
.2.22	ὑπὸ μὲν τετραγώνων Ϛ̅, ὑπὸ δὲ ἑξαγώνων η̅, 
.2.23	ἔχει δὲ πλευρὰς λ̅Ϛ̅, γωνίας δὲ στερεὰς κ̅δ̅, 
.2.24	ἑκάστη δὲ στερεὰ γωνία περιέχεται ὑπὸ γ̅ γωνιῶν 
.2.25	ἐπιπέδων, ὧν δύο μὲν ἑξαγωνικαί, μία δὲ τε-
.2.26	τραγωνική. τοῦτο γεννᾶται ἐκ τοῦ ὀκταέδρου 
.2.27	τεμνομένης τρίχα ἑκάστης τῶν αὐτοῦ πλευρῶν 
.2.28	καὶ διὰ τῶν τομῶν ἐπιπέδων ἐκβαλλομένων καὶ 
.2.29	τῶν Ϛ̅ γωνιῶν ἐκπιπτουσῶν. 
.2.30	δʹ. τὸ δὲ τρίτον (sc. τῶν τετρακαιδεκαέδρων), ἐπεὶ 
.2.31	περιέχεται τριγώνοις η̅ καὶ ὀκταγώνοις Ϛ̅, ἕξει 
.2.32	στερεὰς μὲν γωνίας κ̅δ̅· ἑκάστη δὲ περιέχεται  
.2.33	ὑπὸ γ̅ γωνιῶν ἐπιπέδων, ὧν δύο ὀκταγωνικαί, 
.2.34	μία δὲ τριγωνική· πλευρὰς δὲ ἔχει λ̅Ϛ̅. τοῦτο 
.2.35	γεννᾶται ἐκ τοῦ κύβου τεμνομένης ἑκάστης αὐ-
.2.36	τοῦ πλευρᾶς οὕτως, ὥστε γίνεσθαι τρία τμήματα, 
.2.37	ὧν τὸ μέσον ἑκατέρου τῶν ἄκρων διπλάσιόν 
.2.38	ἐστιν δυνάμει. 
.2.39	εʹ. ἑκκαιεικοσάεδρον (sc. τὸ πρῶτον) γεννᾶται ἐκ 
.2.40	τοῦ τεσσαρεσκαιδεκαέδρου τοῦ περιεχομένου ὑπὸ 
.2.41	η̅ τριγώνων καὶ Ϛ̅ τετραγώνων τεμνομένης ἑκά-
.2.42	στης αὐτοῦ πλευρᾶς δίχα καὶ διὰ τῶν τομῶν 
.2.43	ἐκβαλλομένων ἐπιπέδων καὶ ..... 
.3.1n	Hinc satis adparet, Heronem Definit. 104 p. 66, 1 male 
.3.2n	narrare· 
.3.3	  Ἀρχιμήδης δὲ τριακαίδεκα ὅλα (scr. ὅλως) φησὶν 
.3.4	εὑρίσκεσθαι σχήματα δυνάμενα ἐγγραφῆναι τῇ σφαίρᾳ 
.3.5	προστιθεὶς ὀκτὼ μετὰ τὰ εἰρημένα πέντε. 
.3.6n	  Sequitur apud Heronem l. c. p. 66. 4· 
.3.7	  ὧν εἰδέναι καὶ Πλάτωνα τὸ τεσσαρεσκαιδεκάεδρον, 
.3.8	εἶναί τε τοῦτο διπλοῦν, τὸ μὲν ἐξ ὀκτὼ τριγώνων καὶ 
.3.9	τετραγώνων ἓξ σύνθετον, ἐκ γῆς καὶ ἀέρος, ὅπερ καὶ 
.3.10	τῶν ἀρχαίων τινὲς ᾔδεσαν, τὸ δὲ ἕτερον πάλιν ἐκ 
.3.11	τετραγώνων μὲν ὀκτώ, τριγώνων δὲ Ϛ̅, ὃ καὶ χα-
.3.12	λεπώτερον εἶναι δοκεῖ.  
.4-5t.1	{DE MENSURA CIRCULI.} 
.4.1n	  Diophanes 20a (Diophantus ed. Tannery II p.22, 16). 
.4.2	  Ἀπέδειξεν Ἀρχιμήδης, ὅτι τὰ λ̅ τρίγωνα ἰσόπλευρα 
.4.3	ἴσα ἐστὶν ι̅γ̅ τετραγώνοις. 
.5.1n	  Hero, Metric. I, 37 p. 86, 22. 
.5.2	  Δέδεικται δὲ Ἀρχιμήδει ἐν τῇ τοῦ Κύκλου μετρήσει, 
.5.3	ὅτι πᾶς τομεὺς ἥμισύς ἐστι τοῦ περιεχομένου ὑπό τε 
.5.4	τῆς τοῦ τομέως περιφερείας καὶ τῆς ἐκ τοῦ κέντρου 
.5.5	τοῦ κύκλου, οὗ ἔστιν ὁ τομεύς. 
.6t.1	{Περὶ πλινθίδων καὶ κυλίνδρων.} 
.6.1n	  Hero, Metric. I, 26 p. 66, 13. 
.6.2	  Ὁ δὲ αὐτὸς Ἀρχιμήδης δείκνυσιν ἐν τῷ Περὶ πλιν-
.6.3	θίδων καὶ κυλίνδρων, ὅτι παντὸς κύκλου ἡ περίμετρος 
.6.4	πρὸς τὴν διάμετρον μείζονα μὲν λόγον ἔχει, ἢ ὃν ἔχει 
.6.5	<Μ><κα>͵α̅ω̅ο̅ε̅ πρὸς <Μ><Ϛ>͵ζ̅υ̅μ̅α̅, ἐλάσσονα δέ, ἢ ὃν ἔχει <Μ><ιθ>͵ζ̅ω̅π̅η̅ 
.6.6	πρὸς Μ<Ϛ>͵β̅τ̅ν̅α̅.  
.7-8t.1	{DE SUPERFICIEBUS ET COPROPIBUS IRREGULARIBUS.} 
.7.1n	  Hero, Metric. I, 39 p. 90, 5. 
.7.2	  Ἀναγκαῖον δέ, ὡς οἶμαι, πρὸς (scr. καὶ) τὰς ἀτάκτους 
.7.3	εἰπεῖν ἐπιφανείας, ὡς δέον αὐτὰς μετρεῖσθαι. εἰ μὲν 
.7.4	οὖν ἐπιφάνεια ἐπίπεδός ἐστιν, ἡ δὲ περιέχουσα αὐτὴν 
.7.5	γραμμὴ ἄτακτος ὑπάρχει, δεήσει ἐπ' αὐτῆς τῆς γραμμῆς 
.7.6	λαβεῖν τινα συνεχῆ σημεῖα, ὥστε τὰς ἐπιζευγνυούσας 
.7.7	αὐτὰ κατὰ τὸ ἑξῆς εὐθείας γραμμὰς μὴ κατὰ πολὺ 
.7.8	ἀπᾴδειν τῆς περιεχούσης τὸ σχῆμα γραμμῆς, καὶ οὕτως 
.7.9	ὡς πολύγωνον μετρεῖν εἰς τρίγωνα καταδιαιροῦντα. 
.7.10	εἰ δὲ οὔκ ἐστιν ἐπίπεδος ἡ ἐπιφάνεια, ἀλλ' ὥσπερ 
.7.11	ἀνδριάντος ἢ ἄλλου τινὸς τοιούτου, δεῖ λαβόντα χάρτην 
.7.12	ὅτι λεπτότατον ἢ σινδόνα περιτείνειν κατὰ μέρος ἐπὶ 
.7.13	τὴν ἐπιφάνειαν αὐτοῦ, ἄχρι ἂν περιειληθῇ, εἶτα ἐκ-
.7.14	τείναντα τὸν χάρτην ἢ τὴν σινδόνα εἰς ἐπίπεδον 
.7.15	μετρεῖν περιεχομένην ὑπὸ ἀτάκτου γραμμῆς, ὡς προ-
.7.16	είρηται, καὶ ἀποφαίνεσθαι τὸ ἐμβαδὸν τῆς ἐπιφανείας. 
.7.17	εἰ δέ τινές εἰσιν ἕτεραι ἐπιφάνειαι ἢ σχήματα ἐπι-
.7.18	φανειῶν, μετρηθήσεται ἐκ τῶν προειρημένων. 
.7.19n	  Id. II, 1 p. 92, 3. 
.7.20	  Μετὰ τὴν τῶν ἐπιφανειῶν μέτρησιν εὐθυγράμμων 
.7.21	τε καὶ μὴ κατὰ τὸ ἀκόλουθον ἐπὶ τὰ στερεὰ σώματα 
.7.22	χωρητέον, ὧν καὶ τὰς ἐπιφανείας ἐν τῷ πρὸ τούτου 
.7.23	βιβλίῳ ἐμετρήσαμεν ἐπιπέδους τε καὶ σφαιρικὰς ἔτι τε 
.7.24	κωνικὰς καὶ κυλινδρικάς, πρὸς δὲ τούτοις ἀτάκτους, 
.7.25	ὧν τὰς ἐπινοίας ὥσπερ παραδόξους οὔσας τινὲς εἰς 
.7.26	Ἀρχιμήδην ἀναφέρουσιν κατὰ διαδοχὴν ἱστοροῦντες. 
.7.27	εἴτε δὲ Ἀρχιμήδους εἴτε ἄλλου τινός, ἀναγκαῖον καὶ 
.7.28	ταύτας προσυπογράψαι.  
.8.1n	  Hero, Metric. II, 20 p. 138, 6. 
.8.2	  Τῶν δὴ ἐν τάξει στερεῶν σωμάτων μετρηθέντων 
.8.3	εὔλογον ὑπολαμβάνομεν καὶ τὰ ἄτακτα, οἷον ῥιζώδη 
.8.4	ἢ πετρώδη, παριστορῆσαι τῇ μετρήσει, ὡς ἔνιοι ἱστο-
.8.5	ροῦσι τὸν Ἀρχιμήδη ἐπινενοηκέναι πρὸς τὰ τοιαῦτα 
.8.6	μέθοδον. εἰ μὲν γὰρ εὐμετάφορον εἴη τὸ μέλλον με-
.8.7	τρεῖσθαι, δεήσει δεξαμενὴν πάντη ὀρθογωνίαν ποιήσαντα 
.8.8	δυναμένην δέξασθαι, ὃ βουλόμεθα μετρηθῆναι, πληρῶσαι 
.8.9	ὕδατος καὶ ἐμβαλεῖν τὸ ἄτακτον σῶμα· δῆλον δὴ οὖν, 
.8.10	ὅτι ὑπερχυθήσεται τὸ ὕδωρ, καὶ τοσοῦτόν γε, ὅσος ἐστὶν 
.8.11	ὁ τοῦ ἐμβληθέντος σώματος εἰς τὸ ὕδωρ ὄγκος, ἐξαρ-
.8.12	θέντος τοῦ σώματος πάλιν ἐκ τῆς δεξαμενῆς ἐλλιπὲς 
.8.13	ἔσται. μετρήσαντες οὖν τὸν ἐκκεκενωμένον τόπον ἀπο-
.8.14	φανούμεθα τοσούτου εἶναι τὸ στερεὸν τοῦ ἐμβληθέντος 
.8.15	σώματος. ἢ καὶ ἄλλως δυνατόν ἐστι τὸ αὐτὸ μετρῆσαι· 
.8.16	ἐὰν γὰρ προσπλασθῇ τὸ ἄτακτον σῶμα κηρῷ ἢ πηλῷ, 
.8.17	ὥστε γενέσθαι ἀποκρυβὲν πάντη ὀρθογώνιον, καὶ τοῦτο 
.8.18	μετρήσαντες ἀφέλωμεν τὸν πηλὸν καὶ ὀρθογώνιον πλά-
.8.19	σαντες ἐκμετρήσωμεν καὶ ἀφέλωμεν ἀπὸ τοῦ πρότερον 
.8.20	μετρηθέντος, τὸ καταλειπόμενον ἀποφανούμεθα τὸ τοῦ 
.8.21	σώματος στερεόν. τῇ δὲ τοῦ περιπλάσματος μεθόδῳ 
.8.22	χρῆσθαι δεῖ ἐπὶ τῶν μὴ δυναμένων μετατίθεσθαι 
.8.23	σωμάτων. 
.9t.1	{APPENDIX LIBRI II DE SPHAERA ET CYLINDRO.} 
.9.1n	  De sphaera et cyl. II, 4 p. 192, 5. 
.9.2	  ἑκάτερα δὲ ταῦτα ἐπὶ τέλει ἀναλυθήσεταί τε καὶ 
.9.3	συντεθήσεται.  
.10t.1	{Πρὸς Ζεύξιππον.} 
.10.1n	  Arenar. I, 3 p. 216, 17. 
.10.2	  τῶν ὑφ' ἁμῶν κατωνομασμένων ἀριθμῶν καὶ ἐκ-
.10.3	δεδομένων ἐν τοῖς ποτὶ Ζεύξιππον γεγραμμένοις. 
.10.4n	  summam huius libri habemus Arenar. III, 2—4; cfr. III, 1 
.10.5n	p. 236, 17· 
.10.6	  χρήσιμον δὲ εἶμεν ὑπολαμβάνω τὰν κατονόμαξιν τῶν 
.10.7	ἀριθμῶν ῥηθῆμεν, ὅπως καὶ τῶν ἄλλων οἱ τῷ βιβλίῳ 
.10.8	μὴ περιτετευχότες τῷ ποτὶ Ζεύξιππον γεγραμμένῳ μὴ 
.10.9	πλανῶνται διὰ τὸ μηδὲν εἶμεν ὑπὲρ αὐτᾶς ἐν τῷδε 
.10.10	τῷ βιβλίῳ προειρημένον. 
.11-15t.1	{MECHANICA.}  
.11.1n	  Cfr. Pappus VIII, 5 p. 1030, 11· 
.11.2	  λέγομεν δὲ κέντρον βάρους ἑκάστου σώματος εἶναι 
.11.3	σημεῖόν τι κείμενον ἐντός, ἀφ' οὗ κατ' ἐπίνοιαν ἀρτηθὲν 
.11.4	τὸ βάρος ἠρεμεῖ φερόμενον καὶ φυλάσσει τὴν ἐξ 
.11.5	ἀρχῆς θέσιν οὐ μὴ περιτρεπόμενον ἐν τῇ φορᾷ. τοῦτο 
.11.6	δὲ τὸ σημεῖον οὐ μόνον ἐν τοῖς τεταγμένοις ἀλλὰ κἀν 
.11.7	τοῖς ἀτάκτως ἐσχηματισμένοις εὑρίσκεται σώμασιν ὑπάρ-
.11.8	χον ἐφόδῳ τινὶ θεωρούμενον τοιαύτῃ, qua exposita 
.11.9	addit VIII, 8 p. 1034, 1· τὸ μὲν οὖν μάλιστα συνέχον 
.11.10	τὴν κεντροβαρικὴν πραγματείαν τοῦτ' ἂν εἴη, μάθοις 
.11.11	δ' ἂν τὰ μὲν στοιχειώδη ὄντα διὰ ταύτης δεικνύμενα 
.11.12	τοῖς Ἀρχιμήδους περὶ ἰσορροπιῶν ἐντυχών. 
.11.13n	  Simplicius in Aristot. de caelo p. 543, 24· 
.11.14	  τὰ μὲν οὖν κεντροβαρικά, οἷα πολλὰ καὶ χαριέστατα  
.11.15	ὅ τε Ἀρχιμήδης καὶ ἄλλοι γεγράφασι πολλοί, σκοπὸν 
.11.16	ἔχει, πῶς τοῦ δοθέντος βάρους τὸ κέντρον εὑρεθείη, 
.11.17	τουτέστι σημεῖόν τι ἐπὶ τοῦ σώματος, ἀφ' οὗ σπάρτου 
.11.18	τινὸς ἐξαφθείσης μετεωριζόμενον ἀκλινὲς ἔσται τὸ σῶμα. 
.12.1n	  Archimedes, Quadr. parab. 6 p. 274, 12. 
.12.2	  ἕκαστον γὰρ τῶν κρεμαμένων, ἐξ οὗ σαμείου κα 
.12.3	κατασταθῇ, μένει, ὥστε κατὰ κάθετον εἶμεν τό τε 
.12.4	σαμεῖον τοῦ κρεμαστοῦ καὶ τὸ κέντρον τοῦ βάρεος τοῦ 
.12.5	κρεμαμένου· δέδεικται γὰρ καὶ τοῦτο. 
.13.1n	  Archimedes, Περὶ ὀχουμένων II, 2 p. 350, 13. 
.13.2	  δέδεικται γὰρ <ἐν ταῖς Ἰσορροπίαις>, ὅτι παντὸς 
.13.3	ὀρθογωνίου κωνοειδέος τμάματος τὸ κέντρον τοῦ βάρεός 
